epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,12616.4,0.17459,0.17841,0.82915,0.72804,0.55818,0.6077,0.54044,0.4184,0.79505,0.95849,0.00307,0.00307,0.00307
44,12909.3,0.17113,0.17613,0.82778,0.7093,0.56835,0.60076,0.53729,0.41389,0.81995,0.95475,0.002905,0.002905,0.002905
45,13202.1,0.16965,0.17466,0.82896,0.77002,0.57499,0.62905,0.55562,0.40787,0.75236,0.94513,0.00274,0.00274,0.00274
46,13495.1,0.16851,0.1729,0.82795,0.71071,0.58322,0.62226,0.55118,0.41707,0.77573,0.9525,0.002575,0.002575,0.002575
47,13787.7,0.16609,0.17008,0.82543,0.7382,0.58358,0.62706,0.55598,0.41899,0.7498,0.96024,0.00241,0.00241,0.00241
48,14080.4,0.16398,0.16835,0.82536,0.71168,0.59521,0.6309,0.56003,0.42127,0.76566,0.96385,0.002245,0.002245,0.002245
49,14373,0.16189,0.16498,0.82433,0.71157,0.60294,0.63196,0.56134,0.42207,0.73492,0.96839,0.00208,0.00208,0.00208
50,14665.5,0.15859,0.16388,0.82472,0.7619,0.58395,0.63466,0.56191,0.41876,0.72137,0.96552,0.001915,0.001915,0.001915
51,14956.7,0.21423,0.14729,0.77729,0.68723,0.6039,0.6331,0.56173,0.42245,0.73369,0.96492,0.00175,0.00175,0.00175
52,15245.9,0.212,0.14632,0.77469,0.64083,0.6066,0.62764,0.55539,0.41572,0.74044,0.95983,0.001585,0.001585,0.001585
53,15535.1,0.20966,0.1414,0.7727,0.69901,0.57227,0.62448,0.55239,0.42235,0.76377,0.96521,0.00142,0.00142,0.00142
54,15824.3,0.20463,0.13848,0.77195,0.72678,0.56648,0.62322,0.55495,0.41384,0.75203,0.95714,0.001255,0.001255,0.001255
55,16113.4,0.20204,0.13558,0.77103,0.72297,0.56693,0.62111,0.55348,0.41136,0.75502,0.95466,0.00109,0.00109,0.00109
56,16402.6,0.20047,0.13345,0.76934,0.65497,0.6007,0.62524,0.55801,0.40843,0.7501,0.94734,0.000925,0.000925,0.000925
57,16691.9,0.19561,0.12966,0.76896,0.67228,0.58923,0.62101,0.5549,0.41002,0.75513,0.94747,0.00076,0.00076,0.00076
58,16981.3,0.19437,0.1281,0.76832,0.67406,0.58904,0.62144,0.55543,0.41211,0.76307,0.94962,0.000595,0.000595,0.000595
59,17270.8,0.19056,0.12603,0.76566,0.67996,0.58834,0.62463,0.55618,0.41107,0.77348,0.94961,0.00043,0.00043,0.00043
60,17560.2,0.18909,0.12338,0.76383,0.67072,0.59464,0.62361,0.55624,0.40927,0.77869,0.94658,0.000265,0.000265,0.000265
