epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,7437.35,0.12799,0.21063,0.80684,0.36009,0.49286,0.39604,0.26343,1.95481,2.31591,2.12903,0.000363075,0.000363075,0.000363075
70,7544.74,0.12825,0.21067,0.80921,0.4666,0.39298,0.37533,0.25104,1.91013,2.87594,2.13112,0.000352076,0.000352076,0.000352076
71,7652.08,0.12577,0.21231,0.80742,0.43538,0.4987,0.38711,0.24672,1.55234,2.33962,1.90929,0.000341077,0.000341077,0.000341077
72,7759.44,0.12752,0.20845,0.80717,0.44734,0.46229,0.4268,0.29117,1.96937,2.48901,2.25408,0.000330078,0.000330078,0.000330078
73,7866.8,0.12525,0.20791,0.80801,0.47893,0.46557,0.43076,0.28067,1.80204,2.08837,1.97163,0.000319079,0.000319079,0.000319079
74,7974.16,0.1238,0.20633,0.8085,0.45575,0.46063,0.44448,0.29514,1.95134,2.0393,2.05151,0.00030808,0.00030808,0.00030808
75,8081.97,0.12089,0.20215,0.80526,0.54904,0.44395,0.44956,0.29924,1.93053,2.15015,2.06525,0.000297081,0.000297081,0.000297081
76,8189.75,0.12029,0.20223,0.80612,0.5417,0.37578,0.41605,0.26845,2.0595,2.70546,2.1833,0.000286083,0.000286083,0.000286083
77,8297.16,0.12124,0.20337,0.80715,0.51823,0.45306,0.4038,0.25993,1.90119,2.10714,2.10511,0.000275084,0.000275084,0.000275084
78,8404.54,0.12054,0.20013,0.80584,0.43912,0.47232,0.41838,0.28461,1.89904,2.28078,2.04019,0.000264085,0.000264085,0.000264085
79,8511.93,0.11971,0.20304,0.80869,0.64303,0.3662,0.45458,0.30919,1.88687,2.10115,2.14886,0.000253086,0.000253086,0.000253086
80,8619.87,0.11635,0.19757,0.80528,0.49898,0.48292,0.46216,0.31198,1.79679,2.14071,1.98766,0.000242087,0.000242087,0.000242087
81,8727.91,0.11471,0.19894,0.80331,0.45959,0.46585,0.43749,0.31133,1.88496,2.49818,1.96022,0.000231088,0.000231088,0.000231088
