dataset,variant,image_size,epochs,batch_size,run_name,mAP50-95,mAP50,Precision,Recall,Fitness,note,close_mosaic
04_all_classes,yolo11n,640,20,32,compound_yolo11n_sim2real,0.47471694735425746,0.5894981023047674,0.5617750281452555,0.5953609634740835,0.47471694735425746,,
04_all_classes,yolo11s,960,40,16,compound_yolo11s_sim2real,0.5892584535171547,0.652077674460413,0.6671784582070334,0.6128632719445788,0.5892584535171547,,
04_all_classes,yolo11m,1280,70,8,compound_FINAL_medium_1280,0.5715445001883801,0.618876754264879,0.7345889258647393,0.587923095548831,0.5715445001883801,Stopped early at 70 epochs,
04_all_classes,yolo11m,1280,30,8,compound_FINAL_medium_1280_SMART_FINETUNE,0.5712023884213285,0.6384088057935096,0.7430744567802183,0.6078663626495195,0.5712023884213285,Resumed training,20.0
04_all_classes,yolo11s,1280,60,16,comparison_small_1280_batch16,0.5588058971591362,0.64024157585472,0.6891620698261905,0.5840290973484521,0.5588058971591362,Size vs Res Comparison,
05_selected_classes,yolo11n,1280,50,16,compound_figure_separator_selected_classes_yolo11n_1280_batch16,0.888112244102409,0.948805034279774,0.9192263232020927,0.9378643885365863,0.888112244102409,,
06_compound_chart_splitter,yolo11n,1280,50,16,compound_chart_splitter_yolo11n_1280_batch16,0.4362425147091282,0.621764492880921,0.648992340648636,0.583570664308325,0.4362425147091282,,10.0
06_compound_chart_splitter,yolo11s,1280,50,16,compound_chart_splitter_yolo11s_1280_batch16,0.432763880906171,0.5872095450416955,0.6017068508278124,0.5234414199409205,0.432763880906171,,10.0
06_compound_chart_splitter,yolo11m,1280,100,8,compound_chart_splitter_yolo11m_1280_batch8,0.43616792440119,0.5982956078302921,0.5544339955929691,0.576579262701495,0.43616792440119,,10.0
