epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,50.4004,0.74686,1.85297,1.16357,0.15184,0.27444,0.16827,0.0919,2.07351,2.80256,1.97805,0.000368019,0.000368019,0.000368019
2,81.6727,0.38531,0.74204,0.91739,0.22892,0.32946,0.22189,0.12222,1.74447,2.40986,1.98941,0.000723733,0.000723733,0.000723733
3,112.515,0.35182,0.61377,0.89034,0.35873,0.35496,0.19673,0.10433,1.44571,2.16408,1.58727,0.00106478,0.00106478,0.00106478
4,143.183,0.32429,0.52373,0.882,0.16993,0.31584,0.18973,0.10093,1.68844,2.43105,1.81065,0.00104501,0.00104501,0.00104501
5,173.82,0.30333,0.46889,0.87226,0.22875,0.38417,0.22817,0.12145,1.78219,2.37162,1.80723,0.00102301,0.00102301,0.00102301
6,204.793,0.29171,0.43715,0.86534,0.17525,0.34381,0.19456,0.10251,1.69132,2.43841,1.90712,0.00100101,0.00100101,0.00100101
7,235.465,0.28075,0.41367,0.85944,0.16816,0.37159,0.2211,0.1205,1.85549,2.38456,1.95096,0.000979013,0.000979013,0.000979013
8,265.974,0.27093,0.39345,0.85805,0.17521,0.24216,0.20293,0.1119,2.21923,2.69722,2.26968,0.000957015,0.000957015,0.000957015
9,296.352,0.25643,0.37119,0.8521,0.26698,0.44807,0.26788,0.15263,1.70248,2.31068,1.87386,0.000935018,0.000935018,0.000935018
10,326.759,0.25884,0.36963,0.85315,0.27712,0.34238,0.28353,0.16211,1.44991,1.89503,1.56847,0.00091302,0.00091302,0.00091302
11,357.304,0.25044,0.36056,0.8486,0.2366,0.4533,0.22835,0.13069,1.78546,2.68206,1.92704,0.000891022,0.000891022,0.000891022
12,387.626,0.24505,0.34222,0.84526,0.27075,0.34215,0.26422,0.15178,1.5478,2.03597,1.77305,0.000869024,0.000869024,0.000869024
13,417.995,0.23776,0.339,0.84474,0.51891,0.40343,0.3308,0.19627,2.1472,2.63582,2.01874,0.000847026,0.000847026,0.000847026
14,448.386,0.23236,0.32954,0.84122,0.46829,0.29616,0.26145,0.1574,1.68144,2.48159,1.85724,0.000825029,0.000825029,0.000825029
15,478.744,0.22322,0.31344,0.83783,0.2953,0.43013,0.30034,0.18529,1.78405,2.25148,1.73854,0.000803031,0.000803031,0.000803031
16,509.309,0.21724,0.31271,0.83331,0.25019,0.25244,0.24703,0.15776,1.81469,2.58262,1.98079,0.000781033,0.000781033,0.000781033
17,539.796,0.22463,0.31805,0.83933,0.37306,0.38449,0.30838,0.1752,1.61787,2.61258,1.87466,0.000759035,0.000759035,0.000759035
18,570.248,0.21629,0.30657,0.83434,0.32106,0.48705,0.32965,0.18043,1.61061,1.43939,1.74139,0.000737037,0.000737037,0.000737037
19,600.661,0.21112,0.3041,0.8318,0.27458,0.42733,0.31972,0.19368,1.63046,1.54426,1.80865,0.00071504,0.00071504,0.00071504
20,631.042,0.20898,0.29554,0.83086,0.34953,0.34623,0.32918,0.19448,1.55968,1.76588,1.65891,0.000693042,0.000693042,0.000693042
21,661.595,0.20713,0.29051,0.83361,0.5152,0.37703,0.34922,0.20068,1.49431,1.86644,1.80441,0.000671044,0.000671044,0.000671044
22,692.018,0.20392,0.28689,0.83189,0.44148,0.46951,0.39773,0.25027,1.74929,1.83964,1.81353,0.000649046,0.000649046,0.000649046
23,722.444,0.19923,0.28753,0.8284,0.45985,0.44491,0.40334,0.23128,1.85226,1.39751,1.90565,0.000627048,0.000627048,0.000627048
24,752.83,0.19466,0.28361,0.82866,0.33068,0.37619,0.33076,0.20485,1.68882,1.923,1.74044,0.000605051,0.000605051,0.000605051
25,783.409,0.19242,0.27819,0.82763,0.45782,0.37735,0.40032,0.24598,1.7679,2.52559,1.86716,0.000583053,0.000583053,0.000583053
26,813.79,0.19052,0.27494,0.82678,0.40463,0.39446,0.39289,0.24804,1.57541,1.55999,1.78305,0.000561055,0.000561055,0.000561055
27,844.164,0.18503,0.27002,0.8243,0.48089,0.35095,0.37324,0.23465,1.5611,1.93543,1.79106,0.000539057,0.000539057,0.000539057
28,874.519,0.18369,0.26886,0.82407,0.48895,0.3511,0.35397,0.22128,1.65572,2.4783,1.86433,0.000517059,0.000517059,0.000517059
29,904.939,0.18042,0.2684,0.82525,0.35482,0.39347,0.3205,0.19669,1.56543,2.4048,1.77696,0.000495062,0.000495062,0.000495062
30,935.473,0.18366,0.26789,0.8249,0.33715,0.51621,0.3596,0.21819,1.47592,1.47796,1.65595,0.000473064,0.000473064,0.000473064
31,965.885,0.17675,0.26147,0.8235,0.4637,0.48757,0.40931,0.25444,1.83702,2.6753,1.85112,0.000451066,0.000451066,0.000451066
32,996.381,0.17412,0.25686,0.82291,0.38167,0.42629,0.37635,0.24487,1.48709,2.06731,1.74149,0.000429068,0.000429068,0.000429068
33,1026.82,0.17026,0.25223,0.82114,0.55057,0.39729,0.42503,0.26345,1.60383,2.42384,1.82658,0.00040707,0.00040707,0.00040707
34,1057.38,0.1702,0.25241,0.82155,0.33709,0.5537,0.40509,0.24359,2.01422,1.81856,2.14131,0.000385073,0.000385073,0.000385073
35,1087.79,0.16816,0.24799,0.82014,0.4429,0.41961,0.38745,0.24215,1.72199,1.69991,1.91964,0.000363075,0.000363075,0.000363075
36,1118.16,inf,0.24708,0.81822,0.39169,0.43716,0.39223,0.24421,1.75628,1.74765,1.86492,0.000341077,0.000341077,0.000341077
37,1148.59,0.1637,0.24866,0.8161,0.33471,0.42863,0.37205,0.23479,1.66741,1.5619,1.71692,0.000319079,0.000319079,0.000319079
38,1178.98,0.16114,0.24268,0.81825,0.38971,0.4252,0.34882,0.20932,1.85094,1.7651,1.92744,0.000297081,0.000297081,0.000297081
39,1209.44,0.15914,0.24233,0.81994,0.41742,0.51448,0.38131,0.22156,1.88174,1.7558,2.07524,0.000275084,0.000275084,0.000275084
40,1239.8,0.15858,0.23914,0.8154,0.34171,0.59641,0.40789,0.2523,1.46287,1.85863,1.67913,0.000253086,0.000253086,0.000253086
41,1271.43,0.15798,0.2208,0.80481,0.53898,0.36645,0.38991,0.23238,2.09206,2.08519,2.29816,0.000231088,0.000231088,0.000231088
42,1300.9,0.15401,0.21096,0.79827,0.3626,0.45036,0.37644,0.24223,1.50642,1.61254,1.72138,0.00020909,0.00020909,0.00020909
43,1330.41,0.14815,0.20829,0.7995,0.3511,0.44967,0.38313,0.2445,1.89159,1.85911,2.01746,0.000187092,0.000187092,0.000187092
44,1360.05,0.1457,0.20577,0.79925,0.32992,0.40796,0.36093,0.22985,1.78907,2.00984,1.93569,0.000165095,0.000165095,0.000165095
45,1389.49,0.13913,0.19929,0.79838,0.47861,0.43065,0.39193,0.2587,1.79863,1.85208,1.94563,0.000143097,0.000143097,0.000143097
46,1418.98,0.13251,0.1943,0.79636,0.34955,0.46173,0.37361,0.24844,1.68386,1.79851,1.77415,0.000121099,0.000121099,0.000121099
47,1448.47,0.12959,0.19177,0.79716,0.38416,0.50378,0.42755,0.27781,1.86803,1.86265,1.89538,9.91012e-05,9.91012e-05,9.91012e-05
48,1478.01,0.12642,0.18822,0.79648,0.3572,0.53411,0.42364,0.27677,1.83322,1.78113,1.89858,7.71034e-05,7.71034e-05,7.71034e-05
49,1507.63,0.12084,0.18587,0.79532,0.34601,0.52309,0.41131,0.268,1.75475,1.85114,1.86036,5.51056e-05,5.51056e-05,5.51056e-05
50,1537.14,0.11992,0.18444,0.79056,0.42526,0.42725,0.41972,0.27167,1.80437,1.81877,1.92509,3.31078e-05,3.31078e-05,3.31078e-05
